event_time,machine_id,axis,vibration_rms,vibration_peak,unit
2025-06-24 11:57:00,M03,x,0.8835,1.5054,mm/s
2025-06-24 11:57:00,M03,y,0.9205,1.4597,mm/s
2025-06-24 11:57:00,M03,z,1.0482,1.8076,mm/s
2025-06-24 11:58:00,M01,x,0.9714,1.3737,mm/s
2025-06-24 11:58:00,M01,y,1.0103,1.4735,mm/s
2025-06-24 11:58:00,M01,z,1.3394,2.1729,mm/s
2025-06-24 11:58:00,M02,x,1.0805,1.5512,mm/s
2025-06-24 11:58:00,M02,y,1.025,1.5186,mm/s
2025-06-24 11:58:00,M02,z,1.1771,1.8757,mm/s
2025-06-24 11:58:00,M03,x,0.9404,1.309,mm/s
2025-06-24 11:58:00,M03,y,0.9411,1.2343,mm/s
2025-06-24 11:58:00,M03,z,0.9918,1.7557,mm/s
2025-06-24 11:59:00,M01,x,0.8917,1.4716,mm/s
2025-06-24 11:59:00,M01,y,1.0212,1.3802,mm/s
2025-06-24 11:59:00,M01,z,1.3604,1.8119,mm/s
2025-06-24 11:59:00,M02,x,1.0865,1.4268,mm/s
2025-06-24 11:59:00,M02,y,1.0652,1.5962,mm/s
2025-06-24 11:59:00,M02,z,1.1516,1.6482,mm/s
2025-06-24 11:59:00,M03,x,0.8834,1.217,mm/s
2025-06-24 11:59:00,M03,y,0.9031,1.3137,mm/s
2025-06-24 11:59:00,M03,z,0.9312,1.3257,mm/s
2025-06-24 12:00:00,M01,x,0.938,1.281,mm/s
2025-06-24 12:00:00,M01,y,1.0548,1.8135,mm/s
2025-06-24 12:00:00,M01,z,1.4081,2.4363,mm/s
2025-06-24 12:00:00,M02,x,1.0605,1.5511,mm/s
2025-06-24 12:00:00,M02,y,0.9926,1.5587,mm/s
2025-06-24 12:00:00,M02,z,1.1662,1.6749,mm/s
2025-06-24 12:00:00,M03,x,0.8006,1.32,mm/s
2025-06-24 12:00:00,M03,y,0.9859,1.3689,mm/s
2025-06-24 12:00:00,M03,z,0.9538,1.5432,mm/s
2025-06-24 12:01:00,M01,x,0.9175,1.4515,mm/s
2025-06-24 12:01:00,M01,y,0.9435,1.3726,mm/s
2025-06-24 12:01:00,M01,z,1.3429,1.9789,mm/s
2025-06-24 12:01:00,M02,x,0.9799,1.4904,mm/s
2025-06-24 12:01:00,M02,y,1.0822,1.6048,mm/s
2025-06-24 12:01:00,M02,z,1.1479,1.4923,mm/s
2025-06-24 12:01:00,M03,x,0.934,1.595,mm/s
2025-06-24 12:01:00,M03,y,0.9712,1.4904,mm/s
2025-06-24 12:01:00,M03,z,0.97,1.265,mm/s
2025-06-24 12:02:00,M01,x,1.0356,1.5933,mm/s
2025-06-24 12:02:00,M01,y,0.9544,1.2451,mm/s
2025-06-24 12:02:00,M01,z,1.3223,1.8719,mm/s
2025-06-24 12:02:00,M02,x,1.0641,1.3872,mm/s
2025-06-24 12:02:00,M02,y,1.0711,1.6926,mm/s
2025-06-24 12:02:00,M02,z,1.1794,1.766,mm/s
2025-06-24 12:02:00,M03,x,0.9339,1.3961,mm/s
2025-06-24 12:02:00,M03,y,1.0059,1.498,mm/s
2025-06-24 12:02:00,M03,z,0.9966,1.415,mm/s
2025-06-24 12:03:00,M01,x,0.9918,1.6685,mm/s
2025-06-24 12:03:00,M01,y,1.0613,1.743,mm/s
2025-06-24 12:03:00,M01,z,1.3148,1.8964,mm/s
2025-06-24 12:03:00,M02,x,1.0468,1.577,mm/s
2025-06-24 12:03:00,M02,y,1.0273,1.7739,mm/s
2025-06-24 12:03:00,M02,z,1.1636,1.8832,mm/s
2025-06-24 12:03:00,M03,x,0.9301,1.4964,mm/s
2025-06-24 12:03:00,M03,y,0.9423,1.3135,mm/s
2025-06-24 12:03:00,M03,z,1.0553,1.3821,mm/s
2025-06-24 12:04:00,M01,x,0.9971,1.3889,mm/s
2025-06-24 12:04:00,M01,y,1.0152,1.3717,mm/s
2025-06-24 12:04:00,M01,z,1.3474,2.2415,mm/s
2025-06-24 12:04:00,M02,x,1.1129,1.5763,mm/s
2025-06-24 12:04:00,M02,y,1.1273,1.6582,mm/s
2025-06-24 12:04:00,M02,z,1.1879,1.7293,mm/s
2025-06-24 12:04:00,M03,x,0.9431,1.4447,mm/s
2025-06-24 12:04:00,M03,y,0.8159,1.3835,mm/s
2025-06-24 12:04:00,M03,z,0.9628,1.7098,mm/s
2025-06-24 12:05:00,M01,x,1.0175,1.3513,mm/s
2025-06-24 12:05:00,M01,y,1.0025,1.5389,mm/s
2025-06-24 12:05:00,M01,z,1.3411,1.8723,mm/s
2025-06-24 12:05:00,M02,x,1.0901,1.8686,mm/s
2025-06-24 12:05:00,M02,y,1.0381,1.4128,mm/s
2025-06-24 12:05:00,M02,z,1.1534,1.9442,mm/s
2025-06-24 12:05:00,M03,x,0.8699,1.3235,mm/s
2025-06-24 12:05:00,M03,y,0.9492,1.4527,mm/s
2025-06-24 12:05:00,M03,z,0.9896,1.668,mm/s
2025-06-24 12:06:00,M01,x,0.8375,1.2867,mm/s
2025-06-24 12:06:00,M01,y,0.985,1.6161,mm/s
2025-06-24 12:06:00,M01,z,1.3441,2.1702,mm/s
2025-06-24 12:06:00,M02,x,1.0827,1.4303,mm/s
2025-06-24 12:06:00,M02,y,1.1448,1.6332,mm/s
2025-06-24 12:06:00,M02,z,1.1314,1.832,mm/s
2025-06-24 12:06:00,M03,x,0.9265,1.6045,mm/s
2025-06-24 12:06:00,M03,y,1.0293,1.4502,mm/s
2025-06-24 12:06:00,M03,z,1.043,1.5251,mm/s
2025-06-24 12:07:00,M01,x,0.9869,1.3656,mm/s
2025-06-24 12:07:00,M01,y,0.9967,1.689,mm/s
2025-06-24 12:07:00,M01,z,1.3787,1.7985,mm/s
2025-06-24 12:07:00,M02,x,1.1176,1.7185,mm/s
2025-06-24 12:07:00,M02,y,1.1182,1.787,mm/s
2025-06-24 12:07:00,M02,z,1.138,1.5691,mm/s
2025-06-24 12:07:00,M03,x,0.9125,1.228,mm/s
2025-06-24 12:07:00,M03,y,0.8821,1.5864,mm/s
2025-06-24 12:07:00,M03,z,0.9373,1.5115,mm/s
2025-06-24 12:08:00,M01,x,1.0035,1.6564,mm/s
2025-06-24 12:08:00,M01,y,1.0211,1.7315,mm/s
2025-06-24 12:08:00,M01,z,1.3805,2.4723,mm/s
2025-06-24 12:08:00,M02,x,1.0707,1.8141,mm/s
2025-06-24 12:08:00,M02,y,1.103,1.6759,mm/s
2025-06-24 12:08:00,M02,z,1.0777,1.505,mm/s
2025-06-24 12:08:00,M03,x,0.886,1.2115,mm/s
2025-06-24 12:08:00,M03,y,0.915,1.6006,mm/s
2025-06-24 12:08:00,M03,z,0.9573,1.3856,mm/s
2025-06-24 12:09:00,M01,x,0.954,1.5727,mm/s
2025-06-24 12:09:00,M01,y,1.0095,1.4878,mm/s
2025-06-24 12:09:00,M01,z,1.3851,2.3079,mm/s
2025-06-24 12:09:00,M02,x,1.038,1.824,mm/s
2025-06-24 12:09:00,M02,y,1.1745,1.8525,mm/s
2025-06-24 12:09:00,M02,z,1.1711,1.6956,mm/s
2025-06-24 12:09:00,M03,x,0.9097,1.3024,mm/s
2025-06-24 12:09:00,M03,y,0.949,1.5364,mm/s
2025-06-24 12:09:00,M03,z,1.0011,1.4912,mm/s
2025-06-24 12:10:00,M01,x,0.9531,1.6474,mm/s
2025-06-24 12:10:00,M01,y,1.0071,1.7,mm/s
2025-06-24 12:10:00,M01,z,1.367,2.227,mm/s
2025-06-24 12:10:00,M02,x,1.1138,1.7481,mm/s
2025-06-24 12:10:00,M02,y,1.0629,1.6462,mm/s
2025-06-24 12:10:00,M02,z,1.1817,1.862,mm/s
2025-06-24 12:10:00,M03,x,0.8732,1.415,mm/s
2025-06-24 12:10:00,M03,y,0.927,1.2563,mm/s
2025-06-24 12:10:00,M03,z,0.9853,1.6923,mm/s
2025-06-24 12:11:00,M01,x,0.9478,1.2936,mm/s
2025-06-24 12:11:00,M01,y,1.0188,1.5717,mm/s
2025-06-24 12:11:00,M01,z,1.3446,1.8144,mm/s
2025-06-24 12:11:00,M02,x,0.9814,1.5987,mm/s
2025-06-24 12:11:00,M02,y,1.0672,1.6679,mm/s
2025-06-24 12:11:00,M02,z,1.1407,1.6919,mm/s
2025-06-24 12:11:00,M03,x,0.8707,1.3957,mm/s
2025-06-24 12:11:00,M03,y,1.0333,1.4511,mm/s
2025-06-24 12:11:00,M03,z,1.0398,1.6072,mm/s
2025-06-24 12:12:00,M01,x,0.9626,1.6369,mm/s
2025-06-24 12:12:00,M01,y,0.9896,1.3165,mm/s
2025-06-24 12:12:00,M01,z,1.2768,1.9254,mm/s
2025-06-24 12:12:00,M02,x,1.0163,1.5087,mm/s
2025-06-24 12:12:00,M02,y,1.0808,1.5487,mm/s
2025-06-24 12:12:00,M02,z,1.078,1.4233,mm/s
2025-06-24 12:12:00,M03,x,0.9308,1.6497,mm/s
2025-06-24 12:12:00,M03,y,0.9646,1.7173,mm/s
2025-06-24 12:12:00,M03,z,1.0527,1.6483,mm/s
2025-06-24 12:13:00,M01,x,0.9868,1.3763,mm/s
2025-06-24 12:13:00,M01,y,0.9702,1.5646,mm/s
2025-06-24 12:13:00,M01,z,1.3613,1.8915,mm/s
2025-06-24 12:13:00,M02,x,1.0498,1.4201,mm/s
2025-06-24 12:13:00,M02,y,1.0586,1.7142,mm/s
2025-06-24 12:13:00,M02,z,1.1222,1.8321,mm/s
2025-06-24 12:13:00,M03,x,0.9345,1.6273,mm/s
2025-06-24 12:13:00,M03,y,0.9626,1.4446,mm/s
2025-06-24 12:13:00,M03,z,1.0219,1.5009,mm/s
2025-06-24 12:14:00,M01,x,1.0284,1.5647,mm/s
2025-06-24 12:14:00,M01,y,1.1205,1.654,mm/s
2025-06-24 12:14:00,M01,z,1.3184,1.9279,mm/s
2025-06-24 12:14:00,M02,x,1.1633,1.7285,mm/s
2025-06-24 12:14:00,M02,y,1.1038,1.8355,mm/s
2025-06-24 12:14:00,M02,z,1.1077,1.777,mm/s
2025-06-24 12:14:00,M03,x,0.8744,1.4715,mm/s
2025-06-24 12:14:00,M03,y,0.9393,1.6561,mm/s
2025-06-24 12:14:00,M03,z,0.9974,1.5198,mm/s
2025-06-24 12:15:00,M01,x,1.0521,1.5766,mm/s
2025-06-24 12:15:00,M01,y,0.9831,1.5709,mm/s
2025-06-24 12:15:00,M01,z,1.2559,1.9577,mm/s
2025-06-24 12:15:00,M02,x,1.0839,1.5718,mm/s
2025-06-24 12:15:00,M02,y,1.0986,1.5501,mm/s
2025-06-24 12:15:00,M02,z,1.1552,1.9765,mm/s
2025-06-24 12:15:00,M03,x,0.8934,1.4695,mm/s
2025-06-24 12:15:00,M03,y,0.9418,1.4863,mm/s
2025-06-24 12:15:00,M03,z,1.0501,1.8513,mm/s
2025-06-24 12:16:00,M01,x,0.9563,1.4132,mm/s
2025-06-24 12:16:00,M01,y,1.0092,1.3818,mm/s
2025-06-24 12:16:00,M01,z,1.3345,1.8903,mm/s
2025-06-24 12:16:00,M02,x,1.0892,1.8577,mm/s
2025-06-24 12:16:00,M02,y,1.1339,1.9945,mm/s
2025-06-24 12:16:00,M02,z,1.1721,1.954,mm/s
2025-06-24 12:16:00,M03,x,0.8883,1.2316,mm/s
2025-06-24 12:16:00,M03,y,0.88,1.5073,mm/s
2025-06-24 12:16:00,M03,z,0.9806,1.7198,mm/s
2025-06-24 12:17:00,M01,x,0.9013,1.4399,mm/s
2025-06-24 12:17:00,M01,y,0.9798,1.5561,mm/s
2025-06-24 12:17:00,M01,z,1.4328,1.9189,mm/s
2025-06-24 12:17:00,M02,x,1.1145,1.6427,mm/s
2025-06-24 12:17:00,M02,y,1.1236,1.9198,mm/s
2025-06-24 12:17:00,M02,z,1.0803,1.8742,mm/s
2025-06-24 12:17:00,M03,x,0.9403,1.329,mm/s
2025-06-24 12:17:00,M03,y,0.9188,1.1997,mm/s
2025-06-24 12:17:00,M03,z,0.9555,1.6136,mm/s
2025-06-24 12:18:00,M01,x,0.9248,1.2213,mm/s
2025-06-24 12:18:00,M01,y,1.023,1.6061,mm/s
2025-06-24 12:18:00,M01,z,1.4004,1.9751,mm/s
2025-06-24 12:18:00,M02,x,1.0882,1.4421,mm/s
2025-06-24 12:18:00,M02,y,1.0954,1.6681,mm/s
2025-06-24 12:18:00,M02,z,1.1103,1.7738,mm/s
2025-06-24 12:18:00,M03,x,0.8717,1.2595,mm/s
2025-06-24 12:18:00,M03,y,0.9492,1.4211,mm/s
2025-06-24 12:18:00,M03,z,1.0112,1.6035,mm/s
2025-06-24 12:19:00,M01,x,0.9623,1.2747,mm/s
2025-06-24 12:19:00,M01,y,0.9864,1.5298,mm/s
2025-06-24 12:19:00,M01,z,1.3837,2.3342,mm/s
2025-06-24 12:19:00,M02,x,1.0647,1.6819,mm/s
2025-06-24 12:19:00,M02,y,1.1157,1.7226,mm/s
2025-06-24 12:19:00,M02,z,1.1348,1.8248,mm/s
2025-06-24 12:19:00,M03,x,0.8784,1.465,mm/s
2025-06-24 12:19:00,M03,y,0.9504,1.6046,mm/s
2025-06-24 12:19:00,M03,z,1.0154,1.4842,mm/s
2025-06-24 12:20:00,M01,x,0.9654,1.5793,mm/s
2025-06-24 12:20:00,M01,y,0.992,1.4997,mm/s
2025-06-24 12:20:00,M01,z,1.3546,2.1632,mm/s
2025-06-24 12:20:00,M02,x,1.0787,1.4154,mm/s
2025-06-24 12:20:00,M02,y,1.06,1.7046,mm/s
2025-06-24 12:20:00,M02,z,1.2616,2.2647,mm/s
2025-06-24 12:20:00,M03,x,0.879,1.1624,mm/s
2025-06-24 12:20:00,M03,y,0.958,1.6373,mm/s
2025-06-24 12:20:00,M03,z,1.012,1.699,mm/s
2025-06-24 12:21:00,M01,x,0.9868,1.7036,mm/s
2025-06-24 12:21:00,M01,y,1.0102,1.7926,mm/s
2025-06-24 12:21:00,M01,z,1.3849,2.4421,mm/s
2025-06-24 12:21:00,M02,x,1.1003,1.4379,mm/s
2025-06-24 12:21:00,M02,y,1.0456,1.722,mm/s
2025-06-24 12:21:00,M02,z,1.1835,1.552,mm/s
2025-06-24 12:21:00,M03,x,0.9282,1.3037,mm/s
2025-06-24 12:21:00,M03,y,0.9238,1.4426,mm/s
2025-06-24 12:21:00,M03,z,0.9936,1.4202,mm/s
2025-06-24 12:22:00,M01,x,0.8856,1.2139,mm/s
2025-06-24 12:22:00,M01,y,1.0069,1.6608,mm/s
2025-06-24 12:22:00,M01,z,1.4301,2.3336,mm/s
2025-06-24 12:22:00,M02,x,1.0561,1.3959,mm/s
2025-06-24 12:22:00,M02,y,1.1157,1.8907,mm/s
2025-06-24 12:22:00,M02,z,1.1787,1.8965,mm/s
2025-06-24 12:22:00,M03,x,0.9551,1.2456,mm/s
2025-06-24 12:22:00,M03,y,0.9691,1.4481,mm/s
2025-06-24 12:22:00,M03,z,0.9896,1.6131,mm/s
2025-06-24 12:23:00,M01,x,1.0275,1.7798,mm/s
2025-06-24 12:23:00,M01,y,1.0798,1.7544,mm/s
2025-06-24 12:23:00,M01,z,1.3884,1.9654,mm/s
2025-06-24 12:23:00,M02,x,0.9698,1.309,mm/s
2025-06-24 12:23:00,M02,y,1.1747,1.7124,mm/s
2025-06-24 12:23:00,M02,z,1.183,1.6482,mm/s
2025-06-24 12:23:00,M03,x,0.8634,1.3386,mm/s
2025-06-24 12:23:00,M03,y,0.8618,1.1296,mm/s
2025-06-24 12:23:00,M03,z,1.0238,1.4576,mm/s
2025-06-24 12:24:00,M01,x,0.9146,1.3689,mm/s
2025-06-24 12:24:00,M01,y,0.9934,1.3694,mm/s
2025-06-24 12:24:00,M01,z,1.3587,2.1911,mm/s
2025-06-24 12:24:00,M02,x,1.0806,1.5324,mm/s
2025-06-24 12:24:00,M02,y,1.1467,1.9562,mm/s
2025-06-24 12:24:00,M02,z,1.1436,1.8445,mm/s
2025-06-24 12:24:00,M03,x,0.9608,1.6405,mm/s
2025-06-24 12:24:00,M03,y,0.8919,1.1726,mm/s
2025-06-24 12:24:00,M03,z,0.9695,1.3339,mm/s
2025-06-24 12:25:00,M01,x,0.939,1.6419,mm/s
2025-06-24 12:25:00,M01,y,0.9905,1.4769,mm/s
2025-06-24 12:25:00,M01,z,1.367,2.4337,mm/s
2025-06-24 12:25:00,M02,x,1.0074,1.4242,mm/s
2025-06-24 12:25:00,M02,y,1.0636,1.5105,mm/s
2025-06-24 12:25:00,M02,z,1.2109,2.125,mm/s
2025-06-24 12:25:00,M03,x,0.987,1.4456,mm/s
2025-06-24 12:25:00,M03,y,0.9237,1.2648,mm/s
2025-06-24 12:25:00,M03,z,0.9929,1.5595,mm/s
2025-06-24 12:26:00,M01,x,0.9747,1.4177,mm/s
2025-06-24 12:26:00,M01,y,0.9242,1.5273,mm/s
2025-06-24 12:26:00,M01,z,1.3612,2.4472,mm/s
2025-06-24 12:26:00,M02,x,1.0468,1.8716,mm/s
2025-06-24 12:26:00,M02,y,1.1569,2.0345,mm/s
2025-06-24 12:26:00,M02,z,1.2235,1.7848,mm/s
2025-06-24 12:26:00,M03,x,0.8088,1.0993,mm/s
2025-06-24 12:26:00,M03,y,0.9156,1.3357,mm/s
2025-06-24 12:26:00,M03,z,1.0469,1.7616,mm/s
2025-06-24 12:27:00,M01,x,0.9058,1.5762,mm/s
2025-06-24 12:27:00,M01,y,0.9647,1.4678,mm/s
2025-06-24 12:27:00,M01,z,1.4049,2.4823,mm/s
2025-06-24 12:27:00,M02,x,1.1232,1.6139,mm/s
2025-06-24 12:27:00,M02,y,1.0426,1.7615,mm/s
2025-06-24 12:27:00,M02,z,1.17,1.967,mm/s
2025-06-24 12:27:00,M03,x,0.9159,1.4709,mm/s
2025-06-24 12:27:00,M03,y,0.9445,1.3369,mm/s
2025-06-24 12:27:00,M03,z,1.0515,1.489,mm/s
2025-06-24 12:28:00,M01,x,0.9355,1.538,mm/s
2025-06-24 12:28:00,M01,y,0.9651,1.4846,mm/s
2025-06-24 12:28:00,M01,z,1.3305,2.2033,mm/s
2025-06-24 12:28:00,M02,x,1.0492,1.5601,mm/s
2025-06-24 12:28:00,M02,y,1.1278,1.5437,mm/s
2025-06-24 12:28:00,M02,z,1.1127,1.554,mm/s
2025-06-24 12:28:00,M03,x,0.9666,1.2638,mm/s
2025-06-24 12:28:00,M03,y,0.9637,1.3828,mm/s
2025-06-24 12:28:00,M03,z,0.9437,1.6931,mm/s
2025-06-24 12:29:00,M01,x,0.9842,1.6524,mm/s
2025-06-24 12:29:00,M01,y,1.0838,1.9431,mm/s
2025-06-24 12:29:00,M01,z,1.4232,2.4672,mm/s
2025-06-24 12:29:00,M02,x,1.0146,1.5511,mm/s
2025-06-24 12:29:00,M02,y,1.1022,1.5689,mm/s
2025-06-24 12:29:00,M02,z,1.1403,1.9016,mm/s
2025-06-24 12:29:00,M03,x,0.9066,1.351,mm/s
2025-06-24 12:29:00,M03,y,0.9288,1.5522,mm/s
2025-06-24 12:29:00,M03,z,1.0508,1.678,mm/s
2025-06-24 12:30:00,M01,x,0.8693,1.4721,mm/s
2025-06-24 12:30:00,M01,y,0.9871,1.5402,mm/s
2025-06-24 12:30:00,M01,z,1.316,1.7387,mm/s
2025-06-24 12:30:00,M02,x,1.0724,1.9281,mm/s
2025-06-24 12:30:00,M02,y,1.0601,1.7678,mm/s
2025-06-24 12:30:00,M02,z,1.1453,1.8083,mm/s
2025-06-24 12:30:00,M03,x,0.8438,1.1177,mm/s
2025-06-24 12:30:00,M03,y,0.9443,1.3651,mm/s
2025-06-24 12:30:00,M03,z,0.9727,1.667,mm/s
2025-06-24 12:31:00,M01,x,0.9704,1.4854,mm/s
2025-06-24 12:31:00,M01,y,0.9513,1.2626,mm/s
2025-06-24 12:31:00,M01,z,1.4146,2.2046,mm/s
2025-06-24 12:31:00,M02,x,1.0972,1.6742,mm/s
2025-06-24 12:31:00,M02,y,1.1587,1.925,mm/s
2025-06-24 12:31:00,M02,z,1.2026,2.1273,mm/s
2025-06-24 12:31:00,M03,x,0.9453,1.5579,mm/s
2025-06-24 12:31:00,M03,y,0.9773,1.4908,mm/s
2025-06-24 12:31:00,M03,z,1.0311,1.4327,mm/s
2025-06-24 12:32:00,M01,x,0.8967,1.2562,mm/s
2025-06-24 12:32:00,M01,y,0.966,1.4754,mm/s
2025-06-24 12:32:00,M01,z,1.39,2.4375,mm/s
2025-06-24 12:32:00,M02,x,1.1114,1.8874,mm/s
2025-06-24 12:32:00,M02,y,1.0959,1.4872,mm/s
2025-06-24 12:32:00,M02,z,1.1299,1.7228,mm/s
2025-06-24 12:32:00,M03,x,0.8683,1.2955,mm/s
2025-06-24 12:32:00,M03,y,0.987,1.6735,mm/s
2025-06-24 12:32:00,M03,z,0.9024,1.344,mm/s
2025-06-24 12:33:00,M01,x,0.9428,1.4051,mm/s
2025-06-24 12:33:00,M01,y,1.0101,1.5987,mm/s
2025-06-24 12:33:00,M01,z,1.3036,2.1246,mm/s
2025-06-24 12:33:00,M02,x,1.0974,1.5248,mm/s
2025-06-24 12:33:00,M02,y,1.1653,1.9298,mm/s
2025-06-24 12:33:00,M02,z,1.1199,1.8863,mm/s
2025-06-24 12:33:00,M03,x,0.9167,1.3963,mm/s
2025-06-24 12:33:00,M03,y,0.936,1.2784,mm/s
2025-06-24 12:33:00,M03,z,0.9857,1.3814,mm/s
2025-06-24 12:34:00,M01,x,0.9281,1.4194,mm/s
2025-06-24 12:34:00,M01,y,0.9787,1.6909,mm/s
2025-06-24 12:34:00,M01,z,1.3884,2.4177,mm/s
2025-06-24 12:34:00,M02,x,1.0488,1.4882,mm/s
2025-06-24 12:34:00,M02,y,1.0614,1.5975,mm/s
2025-06-24 12:34:00,M02,z,1.1259,1.5084,mm/s
2025-06-24 12:34:00,M03,x,0.8758,1.3782,mm/s
2025-06-24 12:34:00,M03,y,0.9324,1.5011,mm/s
2025-06-24 12:34:00,M03,z,0.9301,1.2319,mm/s
2025-06-24 12:35:00,M01,x,0.9236,1.2691,mm/s
2025-06-24 12:35:00,M01,y,0.9938,1.7162,mm/s
2025-06-24 12:35:00,M01,z,1.3848,2.2621,mm/s
2025-06-24 12:35:00,M02,x,1.0677,1.8794,mm/s
2025-06-24 12:35:00,M02,y,1.0713,1.419,mm/s
2025-06-24 12:35:00,M02,z,1.1283,1.8459,mm/s
2025-06-24 12:35:00,M03,x,0.9125,1.4651,mm/s
2025-06-24 12:35:00,M03,y,0.9307,1.5763,mm/s
2025-06-24 12:35:00,M03,z,0.9498,1.319,mm/s
2025-06-24 12:36:00,M01,x,0.8994,1.5881,mm/s
2025-06-24 12:36:00,M01,y,1.0146,1.3662,mm/s
2025-06-24 12:36:00,M01,z,1.3833,2.0604,mm/s
2025-06-24 12:36:00,M02,x,1.0865,1.4492,mm/s
2025-06-24 12:36:00,M02,y,1.0546,1.5254,mm/s
2025-06-24 12:36:00,M02,z,1.1723,1.6029,mm/s
2025-06-24 12:36:00,M03,x,0.8891,1.3901,mm/s
2025-06-24 12:36:00,M03,y,0.9199,1.4372,mm/s
2025-06-24 12:36:00,M03,z,0.9816,1.3297,mm/s
2025-06-24 12:37:00,M01,x,0.8981,1.4952,mm/s
2025-06-24 12:37:00,M01,y,0.9186,1.4163,mm/s
2025-06-24 12:37:00,M01,z,1.3107,2.1552,mm/s
2025-06-24 12:37:00,M02,x,1.1572,1.6705,mm/s
2025-06-24 12:37:00,M02,y,1.0527,1.689,mm/s
2025-06-24 12:37:00,M02,z,1.1302,2.0315,mm/s
2025-06-24 12:37:00,M03,x,0.9446,1.3951,mm/s
2025-06-24 12:37:00,M03,y,0.9853,1.5369,mm/s
2025-06-24 12:37:00,M03,z,1.0374,1.6764,mm/s
2025-06-24 12:38:00,M01,x,0.9248,1.484,mm/s
2025-06-24 12:38:00,M01,y,1.0012,1.6563,mm/s
2025-06-24 12:38:00,M01,z,1.3997,1.8364,mm/s
2025-06-24 12:38:00,M02,x,1.0497,1.6929,mm/s
2025-06-24 12:38:00,M02,y,1.1573,1.9672,mm/s
2025-06-24 12:38:00,M02,z,1.2024,2.1637,mm/s
2025-06-24 12:38:00,M03,x,0.8691,1.3734,mm/s
2025-06-24 12:38:00,M03,y,0.9685,1.5678,mm/s
2025-06-24 12:38:00,M03,z,1.0267,1.4793,mm/s
2025-06-24 12:39:00,M01,x,0.9519,1.6136,mm/s
2025-06-24 12:39:00,M01,y,0.9831,1.4373,mm/s
2025-06-24 12:39:00,M01,z,1.4432,1.8806,mm/s
2025-06-24 12:39:00,M02,x,1.0357,1.7215,mm/s
2025-06-24 12:39:00,M02,y,1.0664,1.7148,mm/s
2025-06-24 12:39:00,M02,z,1.1744,1.7208,mm/s
2025-06-24 12:39:00,M03,x,0.9045,1.3287,mm/s
2025-06-24 12:39:00,M03,y,0.9083,1.5429,mm/s
2025-06-24 12:39:00,M03,z,0.9213,1.4951,mm/s
2025-06-24 12:40:00,M01,x,0.8942,1.5613,mm/s
2025-06-24 12:40:00,M01,y,1.0065,1.5787,mm/s
2025-06-24 12:40:00,M01,z,1.3643,2.056,mm/s
2025-06-24 12:40:00,M02,x,1.1103,1.8556,mm/s
2025-06-24 12:40:00,M02,y,1.1172,1.8573,mm/s
2025-06-24 12:40:00,M02,z,1.121,1.6341,mm/s
2025-06-24 12:40:00,M03,x,0.8734,1.4348,mm/s
2025-06-24 12:40:00,M03,y,0.9439,1.6044,mm/s
2025-06-24 12:40:00,M03,z,1.0285,1.8357,mm/s
2025-06-24 12:41:00,M01,x,0.9258,1.3334,mm/s
2025-06-24 12:41:00,M01,y,1.1125,1.7947,mm/s
2025-06-24 12:41:00,M01,z,1.4236,2.4503,mm/s
2025-06-24 12:41:00,M02,x,1.0141,1.6201,mm/s
2025-06-24 12:41:00,M02,y,1.0829,1.8759,mm/s
2025-06-24 12:41:00,M02,z,1.1506,1.6767,mm/s
2025-06-24 12:41:00,M03,x,0.8375,1.102,mm/s
2025-06-24 12:41:00,M03,y,0.9098,1.2908,mm/s
2025-06-24 12:41:00,M03,z,1.0242,1.5629,mm/s
2025-06-24 12:42:00,M01,x,0.9766,1.4172,mm/s
2025-06-24 12:42:00,M01,y,0.9915,1.3446,mm/s
2025-06-24 12:42:00,M01,z,1.4176,2.4903,mm/s
2025-06-24 12:42:00,M02,x,0.9823,1.4949,mm/s
2025-06-24 12:42:00,M02,y,1.1454,1.7754,mm/s
2025-06-24 12:42:00,M02,z,1.1572,1.6144,mm/s
2025-06-24 12:42:00,M03,x,0.9576,1.4956,mm/s
2025-06-24 12:42:00,M03,y,0.92,1.5527,mm/s
2025-06-24 12:42:00,M03,z,1.0504,1.7973,mm/s
2025-06-24 12:43:00,M01,x,1.0135,1.7929,mm/s
2025-06-24 12:43:00,M01,y,0.9905,1.6465,mm/s
2025-06-24 12:43:00,M01,z,1.3846,2.118,mm/s
2025-06-24 12:43:00,M02,x,1.039,1.3528,mm/s
2025-06-24 12:43:00,M02,y,1.0526,1.8591,mm/s
2025-06-24 12:43:00,M02,z,1.1293,1.5173,mm/s
2025-06-24 12:43:00,M03,x,0.8504,1.304,mm/s
2025-06-24 12:43:00,M03,y,0.9965,1.6238,mm/s
2025-06-24 12:43:00,M03,z,1.0139,1.4765,mm/s
2025-06-24 12:44:00,M01,x,0.9194,1.6053,mm/s
2025-06-24 12:44:00,M01,y,0.9838,1.4368,mm/s
2025-06-24 12:44:00,M01,z,1.4164,2.0673,mm/s
2025-06-24 12:44:00,M02,x,1.0801,1.6424,mm/s
2025-06-24 12:44:00,M02,y,1.1168,1.6046,mm/s
2025-06-24 12:44:00,M02,z,1.1653,1.5238,mm/s
2025-06-24 12:44:00,M03,x,0.8656,1.2147,mm/s
2025-06-24 12:44:00,M03,y,0.9165,1.352,mm/s
2025-06-24 12:44:00,M03,z,0.9908,1.637,mm/s
