transaction_id,account_id,customer_id,transaction_type,amount,currency,balance_after,merchant_name,merchant_category,description,status,initiated_at,completed_at,channel,reference_number,failure_reason,notes
TXN-2026-000232,ACC-100054,CUST-B133,DEBIT,1055.85,USD,105448.38,Netflix,SUBSCRIPTION,Debit at Netflix,COMPLETED,2025-08-06 06:10:54,,ATM,REF-84444F8F,,
TXN-2026-000233,ACC-100055,CUST-B080,CREDIT,1099.35,USD,22420.93,Airbnb,TRAVEL,Credit at Airbnb,COMPLETED,2025-07-23 11:21:43,2025-07-23 12:05:43,SYSTEM,REF-DE8C53F3,,
TXN-2026-000234,ACC-100055,CUST-B080,TRANSFER,1263.94,USD,21156.99,Venmo,TRANSFER,Transfer at Venmo,COMPLETED,2026-02-02 22:33:43,2026-02-02 23:00:43,SYSTEM,REF-CBBFAECE,,
TXN-2026-000235,ACC-100055,CUST-B080,PAYMENT,965.90,USD,20191.09,Chipotle,RESTAURANT,Payment at Chipotle,COMPLETED,2025-08-28 04:59:25,2025-08-28 05:27:25,MOBILE,REF-FA8A52B4,,
TXN-2026-000236,ACC-100055,CUST-B080,DEBIT,610.63,USD,19580.46,Chevron,GAS,Debit at Chevron,PENDING,2025-06-01 00:51:38,2025-06-01 01:39:38,ATM,REF-546EF08A,,
TXN-2026-000237,ACC-100055,CUST-B080,TRANSFER,1072.52,USD,18507.94,McDonald's,RESTAURANT,Transfer at McDonald's,PENDING,2026-02-23 02:28:50,2026-02-23 03:28:50,ATM,REF-E3E5D63F,,
TXN-2026-000238,ACC-100055,CUST-B080,WIRE,1596.94,USD,16911.00,Amazon,ONLINE_RETAIL,Wire at Amazon,COMPLETED,2026-01-18 20:28:41,2026-01-18 20:28:41,ONLINE,REF-FB3F3EDC,,
TXN-2026-000239,ACC-100055,CUST-B080,WIRE,792.53,USD,16118.47,Verizon,TELECOM,Wire at Verizon,COMPLETED,2025-08-03 09:46:55,2025-08-03 10:27:55,MOBILE,REF-91EBA02E,,
TXN-2026-000240,ACC-100056,CUST-B117,DEBIT,847.37,USD,37474.03,Chevron,GAS,Debit at Chevron,FAILED,2025-09-02 00:52:40,,ATM,REF-B7109139,LIMIT_EXCEEDED,
TXN-2026-000241,ACC-100056,CUST-B117,CREDIT,828.74,USD,38302.77,Nordstrom,RETAIL,Credit at Nordstrom,COMPLETED,2026-04-28 11:01:44,,POS,REF-7BC737DE,,
TXN-2026-000242,ACC-100056,CUST-B117,TRANSFER,547.91,USD,37754.86,Airbnb,TRAVEL,Transfer at Airbnb,COMPLETED,2026-01-28 20:29:09,2026-01-28 20:49:09,POS,REF-13AF00DA,,
TXN-2026-000243,ACC-100056,CUST-B117,DEBIT,375.95,USD,37378.91,Nordstrom,RETAIL,Debit at Nordstrom,PENDING,2025-07-10 17:15:28,2025-07-10 17:23:28,POS,REF-307C6997,,
TXN-2026-000244,ACC-100056,CUST-B117,DEBIT,305.61,USD,37073.30,Shell,GAS,Debit at Shell,COMPLETED,2025-12-09 16:29:41,2025-12-09 16:55:41,MOBILE,REF-AB38AEDD,,
TXN-2026-000245,ACC-100057,CUST-B030,DEBIT,663.85,USD,66579.09,Airbnb,TRAVEL,Debit at Airbnb,COMPLETED,2026-04-24 14:25:16,2026-04-24 14:34:16,MOBILE,REF-1A50D1DC,,
TXN-2026-000246,ACC-100057,CUST-B030,TRANSFER,367.30,USD,66211.79,Costco,GROCERY,Transfer at Costco,PENDING,2026-04-23 19:42:52,2026-04-23 20:06:52,POS,REF-6FCB3634,,
TXN-2026-000247,ACC-100057,CUST-B030,WIRE,1543.59,USD,64668.20,BP,GAS,Wire at BP,COMPLETED,2025-11-20 00:41:42,2025-11-20 00:43:42,POS,REF-BB7DEEB4,,
TXN-2026-000248,ACC-100057,CUST-B030,DEBIT,948.29,USD,63719.91,Marriott,TRAVEL,Debit at Marriott,COMPLETED,2026-02-20 15:30:09,2026-02-20 16:29:09,POS,REF-6DD173D5,,
TXN-2026-000249,ACC-100057,CUST-B030,DEBIT,510.36,USD,63209.55,H&M,RETAIL,Debit at H&M,FAILED,2026-02-03 23:26:16,,POS,REF-32B6D3D3,ACCOUNT_FROZEN,
TXN-2026-000250,ACC-100057,CUST-B030,WIRE,652.40,USD,62557.15,BP,GAS,Wire at BP,COMPLETED,2025-08-04 23:54:41,2025-08-05 00:31:41,ONLINE,REF-030AF572,,
TXN-2026-000251,ACC-100058,CUST-B134,TRANSFER,1378.37,USD,4937.76,Target,RETAIL,Transfer at Target,COMPLETED,2025-07-31 04:37:46,2025-07-31 04:42:46,MOBILE,REF-09267EE3,,
TXN-2026-000252,ACC-100058,CUST-B134,PAYMENT,1862.04,USD,3075.72,Apple Store,ELECTRONICS,Payment at Apple Store,COMPLETED,2026-03-22 23:36:49,2026-03-22 23:39:49,ONLINE,REF-0B6D3376,,
TXN-2026-000253,ACC-100058,CUST-B134,DEBIT,256.03,USD,2819.69,Nordstrom,RETAIL,Debit at Nordstrom,PENDING,2025-08-30 08:41:05,2025-08-30 09:16:05,ATM,REF-67D1FC17,,
TXN-2026-000254,ACC-100058,CUST-B134,DEBIT,47.60,USD,2772.09,Planet Fitness,FITNESS,Debit at Planet Fitness,COMPLETED,2025-10-25 17:03:42,2025-10-25 17:11:42,POS,REF-CC670F03,,
TXN-2026-000255,ACC-100059,CUST-B078,CREDIT,1087.75,USD,87716.25,Planet Fitness,FITNESS,Credit at Planet Fitness,COMPLETED,2025-12-08 07:59:18,2025-12-08 08:10:18,ATM,REF-9603C532,,
TXN-2026-000256,ACC-100059,CUST-B078,CREDIT,1735.99,USD,89452.24,Airbnb,TRAVEL,Credit at Airbnb,COMPLETED,2026-01-19 12:06:05,2026-01-19 12:41:05,SYSTEM,REF-55072264,,
TXN-2026-000257,ACC-100059,CUST-B078,TRANSFER,594.87,USD,88857.37,Spotify,SUBSCRIPTION,Transfer at Spotify,COMPLETED,2025-09-11 06:35:35,2025-09-11 07:04:35,SYSTEM,REF-DD10E527,,
TXN-2026-000258,ACC-100059,CUST-B078,DEBIT,1766.45,USD,87090.92,Comcast,UTILITIES,Debit at Comcast,COMPLETED,2026-01-27 16:20:42,2026-01-27 17:09:42,ATM,REF-18BBD69A,,
TXN-2026-000259,ACC-100059,CUST-B078,WIRE,383.79,USD,86707.13,Costco,GROCERY,Wire at Costco,COMPLETED,2026-02-21 08:06:39,2026-02-21 08:41:39,ATM,REF-E952EC25,,
TXN-2026-000260,ACC-100059,CUST-B078,WIRE,1283.60,USD,85423.53,CVS Pharmacy,HEALTH,Wire at CVS Pharmacy,COMPLETED,2025-07-13 21:36:01,,POS,REF-3D46721E,,
TXN-2026-000261,ACC-100059,CUST-B078,DEBIT,1747.62,USD,83675.91,Netflix,SUBSCRIPTION,Debit at Netflix,COMPLETED,2025-08-18 11:30:47,2025-08-18 11:42:47,SYSTEM,REF-AEEBE24D,,
TXN-2026-000262,ACC-100060,CUST-B028,TRANSFER,1054.01,USD,77373.02,Comcast,UTILITIES,Transfer at Comcast,COMPLETED,2026-02-28 08:43:13,2026-02-28 08:46:13,SYSTEM,REF-9116ADC4,,
TXN-2026-000263,ACC-100060,CUST-B028,DEBIT,1860.77,USD,75512.25,Costco,GROCERY,Debit at Costco,FAILED,2025-08-21 01:34:48,,MOBILE,REF-B04E80B7,INSUFFICIENT_FUNDS,
TXN-2026-000264,ACC-100060,CUST-B028,PAYMENT,1118.25,USD,74394.00,Whole Foods Market,GROCERY,Payment at Whole Foods Market,PENDING,2025-11-09 12:57:53,2025-11-09 13:47:53,SYSTEM,REF-8DF43F0B,,
TXN-2026-000265,ACC-100060,CUST-B028,DEBIT,1469.93,USD,72924.07,Starbucks,CAFE,Debit at Starbucks,COMPLETED,2026-04-21 01:41:53,2026-04-21 02:41:53,SYSTEM,REF-675743B1,,
TXN-2026-000266,ACC-100060,CUST-B028,DEBIT,1451.72,USD,71472.35,Best Buy,ELECTRONICS,Debit at Best Buy,COMPLETED,2025-12-24 11:26:24,2025-12-24 11:38:24,ONLINE,REF-7520E244,,
TXN-2026-000267,ACC-100060,CUST-B028,DEBIT,1119.05,USD,70353.30,Zara,RETAIL,Debit at Zara,PENDING,2026-01-03 18:15:24,2026-01-03 18:21:24,SYSTEM,REF-FD535B99,,
TXN-2026-000268,ACC-100060,CUST-B028,TRANSFER,1406.59,USD,68946.71,Chase Bank ATM,ATM,Transfer at Chase Bank ATM,PENDING,2025-11-13 20:37:38,2025-11-13 20:47:38,SYSTEM,REF-02CA56BC,,
TXN-2026-000269,ACC-100060,CUST-B028,PAYMENT,1316.78,USD,67629.93,AT&T,TELECOM,Payment at AT&T,FAILED,2025-12-25 08:18:47,,SYSTEM,REF-53DF9D1E,LIMIT_EXCEEDED,
TXN-2026-000270,ACC-100060,CUST-B028,PAYMENT,827.62,USD,66802.31,CVS Pharmacy,HEALTH,Payment at CVS Pharmacy,COMPLETED,2026-02-01 22:13:56,2026-02-01 22:59:56,ONLINE,REF-7701A34B,,
TXN-2026-000271,ACC-100061,CUST-B139,DEBIT,753.25,USD,0.00,Nordstrom,RETAIL,Debit at Nordstrom,COMPLETED,2025-12-31 16:35:47,2025-12-31 16:51:47,MOBILE,REF-9883E1FF,,
TXN-2026-000272,ACC-100061,CUST-B139,WIRE,5.39,USD,0.00,Planet Fitness,FITNESS,Wire at Planet Fitness,COMPLETED,2025-06-14 11:04:53,2025-06-14 11:42:53,ONLINE,REF-74473071,,
TXN-2026-000273,ACC-100061,CUST-B139,DEBIT,604.17,USD,0.00,Chipotle,RESTAURANT,Debit at Chipotle,COMPLETED,2025-08-26 04:08:02,2025-08-26 04:28:02,ATM,REF-5A5C9DDE,,
TXN-2026-000274,ACC-100061,CUST-B139,DEBIT,193.10,USD,0.00,H&M,RETAIL,Debit at H&M,COMPLETED,2025-11-26 18:57:27,2025-11-26 19:05:27,SYSTEM,REF-D5761D78,,
TXN-2026-000275,ACC-100061,CUST-B139,DEBIT,516.21,USD,0.00,BP,GAS,Debit at BP,COMPLETED,2025-09-25 15:01:17,,ONLINE,REF-1E8C3425,,
TXN-2026-000276,ACC-100061,CUST-B139,PAYMENT,1586.84,USD,0.00,Costco,GROCERY,Payment at Costco,COMPLETED,2025-08-07 03:34:04,2025-08-07 04:31:04,SYSTEM,REF-FABA837A,,
TXN-2026-000277,ACC-100061,CUST-B139,CREDIT,79.56,USD,79.56,Best Buy,ELECTRONICS,Credit at Best Buy,PENDING,2026-04-10 22:17:08,2026-04-10 22:22:08,ATM,REF-48FA66AF,,
TXN-2026-000278,ACC-100061,CUST-B139,WIRE,835.96,USD,0.00,Chase Bank ATM,ATM,Wire at Chase Bank ATM,PENDING,2025-07-17 19:31:08,2025-07-17 19:45:08,SYSTEM,REF-648F35BE,,
TXN-2026-000279,ACC-100062,CUST-B190,DEBIT,613.04,USD,60921.71,Comcast,UTILITIES,Debit at Comcast,COMPLETED,2025-06-16 23:50:47,2025-06-17 00:26:47,SYSTEM,REF-4E4DAB6E,,
TXN-2026-000280,ACC-100062,CUST-B190,DEBIT,105.79,USD,60815.92,Shell,GAS,Debit at Shell,PENDING,2026-03-12 02:48:23,2026-03-12 03:16:23,SYSTEM,REF-6372C800,,
TXN-2026-000281,ACC-100062,CUST-B190,DEBIT,448.06,USD,60367.86,Hilton Hotels,TRAVEL,Debit at Hilton Hotels,COMPLETED,2025-09-21 12:58:24,2025-09-21 13:07:24,POS,REF-3831310D,,
TXN-2026-000282,ACC-100062,CUST-B190,DEBIT,1098.56,USD,59269.30,Delta Airlines,TRAVEL,Debit at Delta Airlines,COMPLETED,2025-09-10 23:13:03,,ONLINE,REF-9CC72B26,,
TXN-2026-000283,ACC-100063,CUST-B177,DEBIT,978.28,USD,41927.27,Delta Airlines,TRAVEL,Debit at Delta Airlines,COMPLETED,2026-02-09 07:23:45,2026-02-09 07:58:45,SYSTEM,REF-D7631632,,
TXN-2026-000284,ACC-100063,CUST-B177,DEBIT,147.93,USD,41779.34,BP,GAS,Debit at BP,FAILED,2026-03-29 16:02:19,,POS,REF-31542700,INSUFFICIENT_FUNDS,
TXN-2026-000285,ACC-100063,CUST-B177,WIRE,733.71,USD,41045.63,Verizon,TELECOM,Wire at Verizon,COMPLETED,2025-08-13 23:29:35,2025-08-14 00:07:35,ATM,REF-3B04972C,,
TXN-2026-000286,ACC-100063,CUST-B177,PAYMENT,1234.36,USD,39811.27,Uber,TRANSPORT,Payment at Uber,COMPLETED,2026-04-08 18:36:04,2026-04-08 18:45:04,ONLINE,REF-1882BC7B,,
TXN-2026-000287,ACC-100063,CUST-B177,PAYMENT,316.20,USD,39495.07,DoorDash,FOOD_DELIVERY,Payment at DoorDash,PENDING,2026-03-10 21:59:19,2026-03-10 22:06:19,ONLINE,REF-28DD7F08,,
TXN-2026-000288,ACC-100064,CUST-B037,CREDIT,32.40,USD,12326.75,Spotify,SUBSCRIPTION,Credit at Spotify,COMPLETED,2026-02-25 10:38:24,2026-02-25 10:57:24,POS,REF-4A1029BE,,
TXN-2026-000289,ACC-100064,CUST-B037,DEBIT,1481.33,USD,10845.42,Walgreens,HEALTH,Debit at Walgreens,PENDING,2025-08-22 06:49:15,2025-08-22 07:22:15,SYSTEM,REF-B78B9C4A,,
TXN-2026-000290,ACC-100064,CUST-B037,DEBIT,1391.67,USD,9453.75,Delta Airlines,TRAVEL,Debit at Delta Airlines,COMPLETED,2026-02-15 12:38:24,,SYSTEM,REF-1CF0F3AF,,
TXN-2026-000291,ACC-100064,CUST-B037,CREDIT,344.79,USD,9798.54,Target,RETAIL,Credit at Target,COMPLETED,2025-09-19 07:11:53,2025-09-19 07:55:53,POS,REF-9B0A3AF1,,
TXN-2026-000292,ACC-100064,CUST-B037,DEBIT,137.86,USD,9660.68,Airbnb,TRAVEL,Debit at Airbnb,FAILED,2026-02-12 11:07:15,,POS,REF-9CB7227A,LIMIT_EXCEEDED,
TXN-2026-000293,ACC-100064,CUST-B037,CREDIT,1735.48,USD,11396.16,Walmart,GROCERY,Credit at Walmart,COMPLETED,2026-02-08 04:57:02,2026-02-08 05:21:02,POS,REF-D3CF3791,,
TXN-2026-000294,ACC-100064,CUST-B037,TRANSFER,1734.21,USD,9661.95,CVS Pharmacy,HEALTH,Transfer at CVS Pharmacy,COMPLETED,2025-12-24 10:30:15,,MOBILE,REF-2B86C699,,
TXN-2026-000295,ACC-100064,CUST-B037,DEBIT,84.31,USD,9577.64,H&M,RETAIL,Debit at H&M,COMPLETED,2025-12-23 14:30:31,2025-12-23 15:01:31,ONLINE,REF-5FF3D3F3,,
TXN-2026-000296,ACC-100065,CUST-B043,PAYMENT,713.98,USD,2052.54,Chase Bank ATM,ATM,Payment at Chase Bank ATM,COMPLETED,2025-09-26 09:53:04,2025-09-26 10:25:04,POS,REF-A86CD6B5,,
TXN-2026-000297,ACC-100065,CUST-B043,WIRE,1781.35,USD,271.19,Chevron,GAS,Wire at Chevron,COMPLETED,2026-04-13 11:01:58,2026-04-13 12:01:58,ATM,REF-ED186EAB,,
TXN-2026-000298,ACC-100065,CUST-B043,DEBIT,686.86,USD,0.00,Shell,GAS,Debit at Shell,PENDING,2025-10-31 13:35:44,2025-10-31 13:40:44,SYSTEM,REF-3F1DF04A,,
TXN-2026-000299,ACC-100065,CUST-B043,DEBIT,837.58,USD,0.00,Zelle,TRANSFER,Debit at Zelle,FAILED,2026-01-09 11:48:05,,MOBILE,REF-19E8B10F,LIMIT_EXCEEDED,
TXN-2026-000300,ACC-100066,CUST-B058,DEBIT,1306.68,USD,31637.29,Netflix,SUBSCRIPTION,Debit at Netflix,COMPLETED,2026-01-12 15:35:55,2026-01-12 16:26:55,ONLINE,REF-37BED6A5,,
TXN-2026-000301,ACC-100066,CUST-B058,DEBIT,862.98,USD,30774.31,Chipotle,RESTAURANT,Debit at Chipotle,COMPLETED,2026-03-27 01:23:10,2026-03-27 02:22:10,ONLINE,REF-16A58B5C,,
TXN-2026-000302,ACC-100066,CUST-B058,DEBIT,1116.89,USD,29657.42,CVS Pharmacy,HEALTH,Debit at CVS Pharmacy,PENDING,2026-03-07 09:40:17,2026-03-07 10:00:17,ONLINE,REF-E1AD8FA2,,
TXN-2026-000303,ACC-100066,CUST-B058,PAYMENT,1760.86,USD,27896.56,Walmart,GROCERY,Payment at Walmart,COMPLETED,2025-11-08 19:08:02,2025-11-08 19:27:02,ATM,REF-0A28EFC4,,
TXN-2026-000304,ACC-100066,CUST-B058,DEBIT,218.01,USD,27678.55,Spotify,SUBSCRIPTION,Debit at Spotify,FAILED,2025-08-11 17:57:43,,SYSTEM,REF-7768353D,LIMIT_EXCEEDED,
TXN-2026-000305,ACC-100066,CUST-B058,DEBIT,1194.74,USD,26483.81,Zara,RETAIL,Debit at Zara,COMPLETED,2025-08-29 16:15:33,2025-08-29 16:37:33,MOBILE,REF-E05E532D,,
TXN-2026-000306,ACC-100066,CUST-B058,TRANSFER,1425.48,USD,25058.33,Netflix,SUBSCRIPTION,Transfer at Netflix,COMPLETED,2025-10-24 05:33:15,2025-10-24 05:57:15,ONLINE,REF-609F44F8,,
TXN-2026-000307,ACC-100066,CUST-B058,DEBIT,456.41,USD,24601.92,Uber,TRANSPORT,Debit at Uber,FAILED,2025-11-06 16:19:37,,ONLINE,REF-AC3C5952,CARD_DECLINED,
TXN-2026-000308,ACC-100067,CUST-B125,DEBIT,136.94,USD,5905.41,DoorDash,FOOD_DELIVERY,Debit at DoorDash,COMPLETED,2025-11-18 14:26:05,2025-11-18 14:57:05,MOBILE,REF-D996FE94,,
TXN-2026-000309,ACC-100067,CUST-B125,WIRE,812.71,USD,5092.70,BP,GAS,Wire at BP,COMPLETED,2025-06-17 05:50:56,2025-06-17 06:42:56,ATM,REF-E591408E,,
TXN-2026-000310,ACC-100067,CUST-B125,DEBIT,1043.69,USD,4049.01,AT&T,TELECOM,Debit at AT&T,COMPLETED,2025-11-23 09:18:23,2025-11-23 10:14:23,ONLINE,REF-57ADEB46,,
TXN-2026-000311,ACC-100067,CUST-B125,WIRE,1967.74,USD,2081.27,Marriott,TRAVEL,Wire at Marriott,PENDING,2025-06-16 05:51:05,2025-06-16 06:24:05,POS,REF-37B2E0AD,,
TXN-2026-000312,ACC-100067,CUST-B125,CREDIT,881.91,USD,2963.18,DoorDash,FOOD_DELIVERY,Credit at DoorDash,COMPLETED,2025-09-27 06:39:01,2025-09-27 06:57:01,MOBILE,REF-99DC81FE,,
TXN-2026-000313,ACC-100067,CUST-B125,DEBIT,1381.46,USD,1581.72,McDonald's,RESTAURANT,Debit at McDonald's,COMPLETED,2025-07-26 05:46:09,2025-07-26 06:27:09,SYSTEM,REF-47CBFDAC,,
TXN-2026-000314,ACC-100067,CUST-B125,DEBIT,1558.57,USD,23.15,Home Depot,HOME_IMPROVEMENT,Debit at Home Depot,COMPLETED,2026-02-26 08:15:14,2026-02-26 08:40:14,MOBILE,REF-C526134B,,
TXN-2026-000315,ACC-100067,CUST-B125,DEBIT,910.09,USD,0.00,Walmart,GROCERY,Debit at Walmart,COMPLETED,2026-03-04 18:14:02,2026-03-04 19:10:02,ATM,REF-EF3C2CE6,,
TXN-2026-000316,ACC-100067,CUST-B125,DEBIT,1438.16,USD,0.00,CVS Pharmacy,HEALTH,Debit at CVS Pharmacy,PENDING,2025-07-18 23:30:56,,ATM,REF-AB15AC47,,
TXN-2026-000317,ACC-100068,CUST-B180,WIRE,1455.11,USD,37365.48,Marriott,TRAVEL,Wire at Marriott,COMPLETED,2025-12-16 17:04:37,2025-12-16 17:14:37,MOBILE,REF-2C86217E,,
TXN-2026-000318,ACC-100068,CUST-B180,DEBIT,1824.94,USD,35540.54,Target,RETAIL,Debit at Target,COMPLETED,2026-01-06 14:45:48,2026-01-06 15:40:48,ONLINE,REF-C7C33FF5,,
TXN-2026-000319,ACC-100068,CUST-B180,DEBIT,842.07,USD,34698.47,Lyft,TRANSPORT,Debit at Lyft,COMPLETED,2025-09-29 04:55:10,2025-09-29 05:23:10,ONLINE,REF-FA61DF97,,
TXN-2026-000320,ACC-100068,CUST-B180,DEBIT,1921.07,USD,32777.40,Home Depot,HOME_IMPROVEMENT,Debit at Home Depot,COMPLETED,2025-06-02 08:55:44,2025-06-02 09:11:44,MOBILE,REF-FCA9BAC6,,
TXN-2026-000321,ACC-100069,CUST-B100,DEBIT,1217.93,USD,3892.76,Nordstrom,RETAIL,Debit at Nordstrom,COMPLETED,2025-12-09 15:26:38,2025-12-09 16:03:38,MOBILE,REF-8827EC0E,,
TXN-2026-000322,ACC-100069,CUST-B100,TRANSFER,163.41,USD,3729.35,Verizon,TELECOM,Transfer at Verizon,FAILED,2026-01-20 01:21:25,,SYSTEM,REF-F19FE250,LIMIT_EXCEEDED,
TXN-2026-000323,ACC-100069,CUST-B100,DEBIT,102.59,USD,3626.76,H&M,RETAIL,Debit at H&M,COMPLETED,2025-07-28 13:50:51,,ONLINE,REF-75936F90,,
TXN-2026-000324,ACC-100069,CUST-B100,CREDIT,665.57,USD,4292.33,Target,RETAIL,Credit at Target,COMPLETED,2025-07-05 01:26:53,,ONLINE,REF-B9A92DB6,,
TXN-2026-000325,ACC-100069,CUST-B100,CREDIT,1224.12,USD,5516.45,Uber,TRANSPORT,Credit at Uber,PENDING,2026-02-24 13:22:26,2026-02-24 13:58:26,ONLINE,REF-6A03F6EA,,
TXN-2026-000326,ACC-100069,CUST-B100,PAYMENT,1863.30,USD,3653.15,Airbnb,TRAVEL,Payment at Airbnb,COMPLETED,2025-07-07 03:59:59,2025-07-07 04:19:59,MOBILE,REF-A233C98F,,
TXN-2026-000327,ACC-100069,CUST-B100,WIRE,1687.40,USD,1965.75,Costco,GROCERY,Wire at Costco,COMPLETED,2025-06-26 05:09:10,2025-06-26 05:17:10,ATM,REF-FC76DA5B,,
TXN-2026-000328,ACC-100070,CUST-B175,WIRE,1051.67,USD,42179.76,Marriott,TRAVEL,Wire at Marriott,COMPLETED,2026-02-26 05:36:03,2026-02-26 05:39:03,SYSTEM,REF-EF0DD2F8,,
TXN-2026-000329,ACC-100070,CUST-B175,TRANSFER,1449.53,USD,40730.23,Apple Store,ELECTRONICS,Transfer at Apple Store,COMPLETED,2026-01-21 20:56:22,2026-01-21 21:41:22,SYSTEM,REF-56335D4F,,
TXN-2026-000330,ACC-100070,CUST-B175,CREDIT,1053.16,USD,41783.39,CVS Pharmacy,HEALTH,Credit at CVS Pharmacy,COMPLETED,2026-01-29 01:03:23,2026-01-29 01:11:23,MOBILE,REF-58984524,,
TXN-2026-000331,ACC-100070,CUST-B175,TRANSFER,987.55,USD,40795.84,Marriott,TRAVEL,Transfer at Marriott,PENDING,2025-08-09 20:51:24,2025-08-09 21:05:24,ONLINE,REF-67C55FA2,,
TXN-2026-000332,ACC-100070,CUST-B175,DEBIT,52.85,USD,40742.99,Amazon,ONLINE_RETAIL,Debit at Amazon,PENDING,2026-01-29 21:42:59,2026-01-29 22:29:59,SYSTEM,REF-098BAF9C,,
TXN-2026-000333,ACC-100070,CUST-B175,WIRE,95.76,USD,40647.23,Verizon,TELECOM,Wire at Verizon,COMPLETED,2025-10-14 18:58:28,2025-10-14 19:38:28,ONLINE,REF-6CA45E06,,
TXN-2026-000334,ACC-100071,CUST-B129,CREDIT,1581.44,USD,20697.46,McDonald's,RESTAURANT,Credit at McDonald's,COMPLETED,2025-09-28 12:38:53,2025-09-28 13:13:53,POS,REF-7C8DE5B4,,
TXN-2026-000335,ACC-100071,CUST-B129,PAYMENT,686.02,USD,20011.44,Home Depot,HOME_IMPROVEMENT,Payment at Home Depot,PENDING,2026-03-09 07:51:57,2026-03-09 07:52:57,ONLINE,REF-DEC3AA0F,,
TXN-2026-000336,ACC-100071,CUST-B129,PAYMENT,1844.95,USD,18166.49,Walgreens,HEALTH,Payment at Walgreens,COMPLETED,2025-12-04 01:36:45,2025-12-04 02:27:45,ONLINE,REF-421A6E45,,
TXN-2026-000337,ACC-100071,CUST-B129,DEBIT,1256.26,USD,16910.23,Delta Airlines,TRAVEL,Debit at Delta Airlines,PENDING,2025-12-26 12:54:00,2025-12-26 13:23:00,MOBILE,REF-5C5B7337,,
TXN-2026-000338,ACC-100071,CUST-B129,CREDIT,1132.06,USD,18042.29,Whole Foods Market,GROCERY,Credit at Whole Foods Market,COMPLETED,2026-02-19 09:15:36,2026-02-19 09:49:36,SYSTEM,REF-DE6EF70A,,
TXN-2026-000339,ACC-100071,CUST-B129,PAYMENT,137.10,USD,17905.19,Walgreens,HEALTH,Payment at Walgreens,COMPLETED,2025-07-28 23:37:21,2025-07-28 23:38:21,MOBILE,REF-D0A44A8A,,
TXN-2026-000340,ACC-100071,CUST-B129,DEBIT,1144.11,USD,16761.08,Nordstrom,RETAIL,Debit at Nordstrom,FAILED,2025-10-30 07:01:15,,ATM,REF-D0F67826,LIMIT_EXCEEDED,
TXN-2026-000341,ACC-100071,CUST-B129,CREDIT,830.67,USD,17591.75,Target,RETAIL,Credit at Target,COMPLETED,2025-12-11 00:52:59,2025-12-11 01:15:59,ATM,REF-2654B973,,
TXN-2026-000342,ACC-100071,CUST-B129,CREDIT,354.15,USD,17945.90,Grubhub,FOOD_DELIVERY,Credit at Grubhub,COMPLETED,2025-10-24 07:56:34,2025-10-24 08:45:34,POS,REF-14CE5676,,
TXN-2026-000343,ACC-100072,CUST-B157,DEBIT,1599.06,USD,67794.88,Hilton Hotels,TRAVEL,Debit at Hilton Hotels,FAILED,2025-12-12 04:50:38,,ATM,REF-A04A9DEF,LIMIT_EXCEEDED,
TXN-2026-000344,ACC-100072,CUST-B157,DEBIT,1645.17,USD,66149.71,Spotify,SUBSCRIPTION,Debit at Spotify,COMPLETED,2025-12-18 10:50:06,2025-12-18 10:58:06,POS,REF-A39633D0,,
TXN-2026-000345,ACC-100072,CUST-B157,WIRE,1428.79,USD,64720.92,Airbnb,TRAVEL,Wire at Airbnb,FAILED,2025-12-20 20:36:25,,ATM,REF-12AD51FB,INSUFFICIENT_FUNDS,
TXN-2026-000346,ACC-100072,CUST-B157,DEBIT,210.69,USD,64510.23,Airbnb,TRAVEL,Debit at Airbnb,COMPLETED,2026-03-25 13:19:00,2026-03-25 13:38:00,ATM,REF-E75C25C7,,
TXN-2026-000347,ACC-100072,CUST-B157,PAYMENT,405.11,USD,64105.12,Grubhub,FOOD_DELIVERY,Payment at Grubhub,PENDING,2025-09-20 07:00:05,2025-09-20 07:20:05,POS,REF-DBAC6786,,
TXN-2026-000348,ACC-100072,CUST-B157,DEBIT,319.20,USD,63785.92,Starbucks,CAFE,Debit at Starbucks,COMPLETED,2025-07-15 10:50:53,,SYSTEM,REF-5967DAD9,,
TXN-2026-000349,ACC-100072,CUST-B157,DEBIT,1087.34,USD,62698.58,Best Buy,ELECTRONICS,Debit at Best Buy,FAILED,2025-12-31 08:27:32,,SYSTEM,REF-5037E99A,LIMIT_EXCEEDED,
TXN-2026-000350,ACC-100073,CUST-B144,DEBIT,626.20,USD,13598.97,Uber,TRANSPORT,Debit at Uber,COMPLETED,2025-10-10 13:16:31,2025-10-10 13:19:31,MOBILE,REF-4AC9133F,,
TXN-2026-000351,ACC-100073,CUST-B144,DEBIT,770.28,USD,12828.69,Whole Foods Market,GROCERY,Debit at Whole Foods Market,PENDING,2025-07-04 10:41:33,2025-07-04 10:52:33,SYSTEM,REF-B38C923E,,
TXN-2026-000352,ACC-100073,CUST-B144,PAYMENT,628.32,USD,12200.37,Planet Fitness,FITNESS,Payment at Planet Fitness,COMPLETED,2026-04-14 11:06:41,2026-04-14 11:54:41,SYSTEM,REF-4073A96B,,
TXN-2026-000353,ACC-100073,CUST-B144,TRANSFER,1137.74,USD,11062.63,Apple Store,ELECTRONICS,Transfer at Apple Store,COMPLETED,2025-07-07 02:02:29,2025-07-07 03:00:29,POS,REF-540E7E78,,
